ID,A1.Code,A2.Date,A3.Data Contributor,A4.Season,A5.City,A6.Climate Zone,B1.Building Type,B2.Building Function,B3.Floors,B4.Building Operation Mode,B5.Room (Length¡ÁWidth),B5.Room Height (m),C1.Sex,C2.Age,C3.Height£¨cm£©,C4.Weight£¨kg£©,C5.Living Years,D1.TSV,D2.TCV,D3.TAV,D5.Clothing Insulation (clo),D6.Metabolic Rate (met),Measured Height (m),E1.Indoor Air Temperature (¡æ),E2.Indoor Relative Humidity (%),E3.Indoor Air Velocity (m/s),E4.Globe Temperature (¡æ),E5.Roof Temperature (¡æ),E5.Wall Temperature (¡æ),E5.Floor Temperature (¡æ),F1.Operative Temperature (¡æ),F2.Mean Radiant Temperature (¡æ),F3.Radiant Temperature Asymmetry (¡æ),F4.PMV,F5.PPD,G1.Real-Time Outdoor Temperature (¡æ),G2.Mean Daily Outdoor Temperature (¡æ),G3.Monthly Mean Outdoor Temperature (¡æ),G4.7-Day Running Mean Outdoor Temperature (¡æ),G4.15-Day Running Mean Outdoor Temperature (¡æ),G5.Mean Daily Outdoor Relative Humidity (%),G6.Mean Daily Outdoor Air Velocity (m/s)
6915,TJU3rd0544,3/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,0.1,1.25,1.2,1.1,19.1,68,0,19.1,NA,NA,NA,19.1,19.1,NA,-0.07,5.09,NA,6.5,11.5,7,7.8,NA,NA
6916,TJU3rd0545,3/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,-2,1,0.1,1.2,1,1.1,19.2,53,0,19.2,NA,NA,NA,19.2,19.2,NA,-0.68,14.88,NA,6.5,11.5,7,7.8,NA,NA
6917,TJU3rd0546,3/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,-1,2,0.1,1.54,1,1.1,16.8,61,0,16.8,NA,NA,NA,16.8,16.8,NA,-0.67,14.51,NA,6.5,11.5,7,7.8,NA,NA
6918,TJU3rd0547,3/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Study,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,2,0.1,1.6,1,1.1,19.3,49,0,19.3,NA,NA,NA,19.3,19.3,NA,-0.13,5.34,NA,6.5,11.5,7,7.8,NA,NA
6919,TJU3rd0548,3/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,1,1.37,1,1.1,20.7,59,0,20.7,NA,NA,NA,20.7,20.7,NA,-0.04,5.03,NA,6.5,11.5,7,7.8,NA,NA
6920,TJU3rd0549,3/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,1,1.43,1,1.1,19.4,49,0,19.4,NA,NA,NA,19.4,19.4,NA,-0.31,7.07,NA,6.5,11.5,7,7.8,NA,NA
6921,TJU3rd0550,3/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Study,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,2,0.1,1.49,1,1.1,19.6,41,0,19.6,NA,NA,NA,19.6,19.6,NA,-0.25,6.27,NA,6.5,11.5,7,7.8,NA,NA
6922,TJU3rd0551,3/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,1,1.11,1.2,1.1,18.8,46,0,18.8,NA,NA,NA,18.8,18.8,NA,-0.43,8.86,NA,6.5,11.5,7,7.8,NA,NA
6923,TJU3rd0552,3/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,1,0.97,1,1.1,17.5,41,0,17.5,NA,NA,NA,17.5,17.5,NA,-1.67,60.14,NA,6.5,11.5,7,7.8,NA,NA
6924,TJU3rd0553,3/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,1,1.12,1,1.1,17.6,48,0,17.6,NA,NA,NA,17.6,17.6,NA,-1.27,38.67,NA,6.5,11.5,7,7.8,NA,NA
6925,TJU3rd0554,3/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,2,1,1.02,1.2,1.1,21.5,65,0,21.5,NA,NA,NA,21.5,21.5,NA,0.13,5.37,NA,6.5,11.5,7,7.8,NA,NA
6926,TJU3rd0555,12/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,1,1.23,1,1.1,19.3,62,0,19.3,NA,NA,NA,19.3,19.3,NA,-0.56,11.56,NA,7.1,5.6,11.6,14.3,NA,NA
6927,TJU3rd0556,12/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,1,0.83,1.4,1.1,20.4,50,0,20.4,NA,NA,NA,20.4,20.4,NA,-0.11,5.27,NA,7.1,5.6,11.6,14.3,NA,NA
6928,TJU3rd0557,12/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,2,0.1,1.23,1,1.1,19.4,71,0,19.4,NA,NA,NA,19.4,19.4,NA,-0.48,9.77,NA,7.1,5.6,11.6,14.3,NA,NA
6929,TJU3rd0558,12/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,2,1,0.1,1.75,1.5,1.1,13.8,67,0,13.8,NA,NA,NA,13.8,13.8,NA,0.07,5.12,NA,7.1,5.6,11.6,14.3,NA,NA
6930,TJU3rd0559,12/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,1,1.94,1.5,1.1,21.3,43,0,21.3,NA,NA,NA,21.3,21.3,NA,1.03,27.42,NA,7.1,5.6,11.6,14.3,NA,NA
6931,TJU3rd0560,12/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,0.1,1.75,1.2,1.1,15.4,70,0,15.4,NA,NA,NA,15.4,15.4,NA,-0.16,5.51,NA,7.1,5.6,11.6,14.3,NA,NA
6932,TJU3rd0561,12/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,-1,1,0.1,1.31,1.4,1.1,19.3,62,0,19.3,NA,NA,NA,19.3,19.3,NA,0.32,7.15,NA,7.1,5.6,11.6,14.3,NA,NA
6933,TJU3rd0562,12/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,1,2,0.1,2.21,1,1.1,18.5,42,0,18.5,NA,NA,NA,18.5,18.5,NA,0.25,6.3,NA,7.1,5.6,11.6,14.3,NA,NA
6934,TJU3rd0563,12/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,1,0.9,1,1.1,20.9,41,0,20.9,NA,NA,NA,20.9,20.9,NA,-0.87,21.11,NA,7.1,5.6,11.6,14.3,NA,NA
6935,TJU3rd0564,12/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,2,1,0.1,1.88,1,1.1,16.4,71,0,16.4,NA,NA,NA,16.4,16.4,NA,-0.27,6.56,NA,7.1,5.6,11.6,14.3,NA,NA
6936,TJU3rd0565,12/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,1,2,0.1,1.85,1,1.1,18.3,53,0,18.3,NA,NA,NA,18.3,18.3,NA,-0.04,5.03,NA,7.1,5.6,11.6,14.3,NA,NA
6937,TJU3rd0566,12/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,0.1,1.84,1.5,1.1,20.5,37,0,20.5,NA,NA,NA,20.5,20.5,NA,0.85,20.48,NA,7.1,5.6,11.6,14.3,NA,NA
6938,TJU3rd0567,12/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,1,0.82,1.2,1.1,22.4,45,0,22.4,NA,NA,NA,22.4,22.4,NA,-0.07,5.11,NA,7.1,5.6,11.6,14.3,NA,NA
6939,TJU3rd0568,12/1/14 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,2,0.1,1.23,1.4,1.1,19.4,58,0,19.4,NA,NA,NA,19.4,19.4,NA,0.24,6.23,NA,7.1,5.6,11.6,14.3,NA,NA
6940,TJU3rd0569,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,1,1.3,1,1.1,16.2,64,0,16.2,NA,NA,NA,16.2,16.2,NA,-1.18,34.4,NA,8.2,6.8,5.3,6.3,NA,NA
6941,TJU3rd0570,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,1,1,1,2.01,1.2,1.1,15.7,67,0,15.7,NA,NA,NA,15.7,15.7,NA,0.11,5.28,NA,8.2,6.8,5.3,6.3,NA,NA
6942,TJU3rd0571,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,2,0.1,1.42,1,1.1,20.2,71,0,20.2,NA,NA,NA,20.2,20.2,NA,-0.02,5.01,NA,8.2,6.8,5.3,6.3,NA,NA
6943,TJU3rd0572,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,2,0.1,1.81,1,1.1,20,54,0,20,NA,NA,NA,20,20,NA,0.26,6.44,NA,8.2,6.8,5.3,6.3,NA,NA
6944,TJU3rd0573,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,1,2,0.1,1.91,1,1.1,19.9,50,0,19.9,NA,NA,NA,19.9,19.9,NA,0.3,6.95,NA,8.2,6.8,5.3,6.3,NA,NA
6945,TJU3rd0574,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,0.1,1.8,1.2,1.1,15.9,72,0,15.9,NA,NA,NA,15.9,15.9,NA,-0.02,5.01,NA,8.2,6.8,5.3,6.3,NA,NA
6946,TJU3rd0575,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,1,0.73,1.2,1.1,22.5,47,0,22.5,NA,NA,NA,22.5,22.5,NA,-0.18,5.7,NA,8.2,6.8,5.3,6.3,NA,NA
6947,TJU3rd0576,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,0.1,1.33,1,1.1,19.7,78,0,19.7,NA,NA,NA,19.7,19.7,NA,-0.21,5.95,NA,8.2,6.8,5.3,6.3,NA,NA
6948,TJU3rd0577,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,2,1,1,2.07,1,1.1,16.9,69,0,16.9,NA,NA,NA,16.9,16.9,NA,0,5,NA,8.2,6.8,5.3,6.3,NA,NA
6949,TJU3rd0579,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1.1,19.1,57,0,19.1,NA,NA,NA,19.1,19.1,NA,0.27,6.56,NA,8.2,6.8,5.3,6.3,NA,NA
6950,TJU3rd0580,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Study,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,2,0.1,1.81,1,1.1,19.8,57,0,19.8,NA,NA,NA,19.8,19.8,NA,0.24,6.22,NA,8.2,6.8,5.3,6.3,NA,NA
6951,TJU3rd0581,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,2,0.1,1.35,1.4,1.1,19.6,77,0,19.6,NA,NA,NA,19.6,19.6,NA,0.47,9.7,NA,8.2,6.8,5.3,6.3,NA,NA
6952,TJU3rd0582,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,1,1.26,1,1.1,22,54,0,22,NA,NA,NA,22,22,NA,0.1,5.2,NA,8.2,6.8,5.3,6.3,NA,NA
6953,TJU3rd0583,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,2,0.1,1.37,1.4,1.1,19.3,74,0,19.3,NA,NA,NA,19.3,19.3,NA,0.43,8.89,NA,8.2,6.8,5.3,6.3,NA,NA
6954,TJU3rd0584,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,0.1,1.8,1.2,1.1,14.8,50,0,14.8,NA,NA,NA,14.8,14.8,NA,-0.28,6.63,NA,8.2,6.8,5.3,6.3,NA,NA
6955,TJU3rd0585,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,3,-0.1,1.72,1.5,1.1,18.3,49,0,18.3,NA,NA,NA,18.3,18.3,NA,0.56,11.67,NA,8.2,6.8,5.3,6.3,NA,NA
6956,TJU3rd0586,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,1,1.18,1,1.1,18,53,0,18,NA,NA,NA,18,18,NA,-1.02,27.18,NA,8.2,6.8,5.3,6.3,NA,NA
6957,TJU3rd0587,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,1,0.84,1,1.1,20.9,38,0,20.9,NA,NA,NA,20.9,20.9,NA,-1.02,27.13,NA,8.2,6.8,5.3,6.3,NA,NA
6958,TJU3rd0588,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,1,1,1,1.8,1.2,1.1,15.2,68,0,15.2,NA,NA,NA,15.2,15.2,NA,-0.15,5.46,NA,8.2,6.8,5.3,6.3,NA,NA
6959,TJU3rd0589,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,1,1.37,1,1.1,19.1,50,0,19.1,NA,NA,NA,19.1,19.1,NA,-0.46,9.5,NA,8.2,6.8,5.3,6.3,NA,NA
6960,TJU3rd0590,1/1/15 0:00,Tongji University,Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,NA,Radiant floor heating,NA,NA,NA,NA,NA,NA,NA,0,1,1,1.54,1,1.1,13.8,68,0,13.8,NA,NA,NA,13.8,13.8,NA,-1.28,39.5,NA,8.2,6.8,5.3,6.3,NA,NA
